Subject Number:,Recorded Date,Age:,Gender:,Birthday,Control,ExplicitConcepts,Cielo 1 & 2,Online / in person,Child's Ethnicity,Child's Race,"If other, please describe:",Highest level of education attained by Parent/Guardian 1?,Highest level of education attained by Parent/Guardian 2?,Dogs are one of my favorite animals.,I like to eat vegetables more than chocolate.,I like to go swimming in the summer.,Lots of the things in my life happen on their own-- by accident.,What about germs? Are there really germs in the world? Do germs exist?,How sure are you?,What about vitamins? Are there really vitamins in the world? Do vitamins exist?,How sure are you?,What about mermaids? Are there really mermaids in the world? Do mermaids exist?,How sure are you?,What about elves? Are there really elves in the world? Do elves exist?,How sure are you?,What about fairies? Are there really fairies in the world? Do fairies exist?,How sure are you?,What about souls? Are there really souls in the world? Do souls exist?,How sure are you?,What about God? Is there really God in the world? Does God exist?,How sure are you?,What about the Tooth Fairy? Is there really a Tooth Fairy in the world? Does the Tooth Fairy exist?,How sure are you?,What about Santa Claus? Is there really Santa Claus in the world? Does Santa Claus exist?,How sure are you?,What about oxygen? Is there really oxygen in the world? Does oxygen exist?,How sure are you?,1.Have you ever heard about God?,1a.Where have you heard about God?,2.Do you ever talk about God?,2a.Who do you talk to about God?,3.Tell me some things you know about God.,4.What does God do?,5.Do you think God can make things happen here on Earth?,6a.Do you think God ever makes things happen here on Earth?,"IF YES: 6b.What kinds of things does God make happen?""
IF NO: ""Does God make things happen anywhere?""",7a.Does God make things happen in people's lives?,"IF YES: ""7b.What kinds of things does God make happen in people's lives?""","8a.Ok, does God help sick people get better?",8b.What about helping the sun come up?,"8c,How about helping make the seasons change?",8d.Does God help plants grow?,8e.What about helping people fall in love?,8f.How about helping people become friends?,8g.What about giving people good dreams?,"8h.Ok, does God help people find lost things?",8i.How about helping people make hard decisions?,8j.Does God ever help people do well in school or at their job?,8k.What about helping people do well in games and sports?,8l.How about helping people feel happier?,8m.What about helping people feel braver about scary things?,8n.Does God keep people safe from danger?,9a.Has God ever made something happen in your own life?,If YES: 9b.How often has that happened?,"If YES: 9c.Can you tell me about one time that God did that? 


(answer, ask for clarification if needed, e.g., if they say, ""When my grandma was sick,"" ask ""Tell me what God did"", if they say ""he made her feel better"" perhaps also ask ""How did he do that?"")



Are there other times? (until they stop)","10a.Does God decide to make things happen on his own, does he only make things happen if people ask him to, or does he do both?","10b.IF SAY PEOPLE ASK/ BOTH: ""How can people ask God to help make things happen?""","10c.IF SAY GOD DECIDES/ BOTH: ""How does God decide what things to help make happen?""",11.Do you know what it means to pray?,12.Have you ever prayed to God?,12a.What was your prayer about?,"12b.IF YES AND PETITIONARY, JUMP TO NEXT QUESTION

IF YES BUT NOT PETITIONARY, ASK THE FOLLOWING QUESTION:



Have you ever prayer for something?","13. IF YES, get what prayed for?



Did you get what you prayed for?","13.Do prayers Always come true, do they come true just some of the time, or do they Never come true?","14.Does anyone of anything make prayers come true, or does it just happen on its own?","If anything: ""What makes prayers come true?""

If anyone: ""Who makes prayers come true?""","Jordan said he thinks that God lives in heaven and watches over people on earth, but God doesn't really make things happen in people's lives.","Riley said he thinks that God lives in heaven and watches over people on earth, and God makes things happen in people's lives, but Only at special times.","Sam said he thinks that God lives in heaven and watches over people on earth, and God makes things happen in people's lives, almost every day.","Now I want to know-- who do you agree with the most?  Jordan, who says God doesn't make things happen in people's lives. Riley, who says God makes things happen in people's lives, but Only at special times. Or Sam, who says God still makes things happen in people's lives now.","Jordan said she thinks that God lives in heaven and watches over people on earth, but God doesn't really make things happen in people's lives.","Riley said she thinks that God lives in heaven and watches over people on earth, and God makes things happen in people's lives, but Only at special times.","Sam said she thinks that God lives in heaven and watches over people on earth, and God makes things happen in people's lives, almost every day.","Now I want to know-- who do you agree with the most? Jordan, who says God doesn't make things happen in people's lives. Riley, who says God makes things happen in people's lives, but Only at special times. Or Sam, who says God still makes things happen in people's lives now.",Religious Affiliation of Parent/Guardian 1:,"If other, please describe:",Religious Affiliation of Parent/Guardian 2:,"If other, please describe:",How often does your child attend services at places of religious worship?,How important is it for you to raise your child in a religious tradition?,Do you ever engage in any behaviors (or use any particular objects) in an effort to bring about good luck or avoid bad luck?,Do you ever engage in any other superstitious behaviors?,What type of school does your child attend?,How often do you pray to God?,Please select the description that most closely matches your idea of God.,Do you believe that God has ever intervened in your own life?,"Now we will have a debrief of the study. This study is investigating how children view God's involvement in their lives as they develop. I will also send you a thank you email with a detailed debriefing form attached.
As a thank you for participating in this study, we can enter you into a drawing for a $25 Visa giftcard. If you are interested, what email would you like us to use for the drawing?
Do you have any other questions?",Notes -ML
121,11/16/19,8,Female,12/27/10,Not answered,"Riley, who says God makes things happen in people's lives, but Only at special times.",Cielo 1,In person,Not Hispanic or Latino/a,White,,Dad - Bach. Degree,Mom - Some College,Not answered,Not answered,Not answered,Not answered,Real,Very sure,Real,Very sure,Pretend,Very sure,Real,A little sure,Real,A little sure,Real,Very sure,Real,Very sure,Real,A little sure,Real,Very sure,Real,Very sure,Yes,Sometimes we go to church,Sometimes,"My dad, my mom, my older brother, or my little brother (his preschool) is a church","He created everything, he lived in the heavens","He takes care of us, gives us oxygen, water and sun. And of course you need rain, he gives us that",Yes,Yes,Not sure,Yes,He makes good and bad days. He makes birth and death. He makes school and work. He makes friendship and enermy.,Only at special times,Always,Always,Always,Pretty often,Always,Pretty often,Pretty often,Only at special times,Only at special times,Only at special times,Pretty often,Always,Pretty often,Yes,Just a couple of times,"He made dogs, so that helps - sometimes we are lonely so that's good. Ember is her dog.",Both,When they pray,Thinks of what people need most,Yes,Yeah,Older brother Always gets in trouble - his best friend - let him not get in trouble and find something he's good at so parents will be proud,Yes,He's got good grades,Sometimes,"Sometimes it's god, sometimes it's just random",,,,,,Some,A lot,Some,"Riley, who says God makes things happen in people's lives, but Only at special times.",Other Christian (Non-denominational),,Agnostic,,Few times a month,Moderately important,,,Secular,Few times a week,Interventionist God; sometimes involved in life,Absolutely yes,,
123,11/23/19,6,Female,3/5/11,Really Agree,"Sam, who says God makes things happen in people's lives, almost every day.",NA,In person,Hispanic or Latino/a,White,,Mom - Associates Degree,Dad - Some College,Really Agree,Really Agree,Really Agree,Really Agree,Real,Very sure,Real,Very sure,Real,A little sure,Real,A little sure,Real,Very sure,Real,Very sure,Real,Very sure,Real,Very sure,Real,Very sure,Real,Very sure,yes,from my family ,not about wat hes wearing and stuff.. not mean things about God.. we Always pray before meals,to my family but not to my friends ,"he helps you when youre hurt, like a cut on your arm, he heals it. we have to pray for food to him. he takes care of you and doesn't let anything happen to you ",he would love to fly and jump and sing and dance and play an instrument ,"yes, he may hold your hand if you ask him to",yes,maybe he helps you learn things ,yes,"if you get hurt or feel bad, he helps you ",Always ,Always ,Always,Always ,Always ,,Always ,Always ,Always ,Always ,Always ,Always ,Always ,Always ,yes,lots of times,"every single day - when I get hurt he helps me; when I fell a little bad, he helped me. maybe he has magic or something ",both,maybe when people die he can tell them,the people ask him to do it but he only does the good things ,yes,yes,about saying thank you for food; we also just say hello ,yes,yes I prayed for my chickens to be nice and it did ,some of the time but sometmes it wont come true like if I ask to fly,yes,god and sometimes our family a little ,,,,,Some,Some,Totally,"Sam, who says God makes things happen in people's lives, almost every day.",Catholic/Buddhist,,Catholic,,Few times a year,Moderately important,,,Secular,Daily,Interventionist God; sometimes involved,Unsure,,BDAY DIFFERENCE
125,11/23/19,8,Female,3/12/11,Kind of Agree,Not answered,BOTH,In person,Not Hispanic or Latino/a,White,,Dad - Grad/Prof. Degree,Mom - Grad/Prof. Degree,Kind of Agree,Kind of Agree,Agree,Kind of Agree,Real,Very sure,Real,Very sure,Pretend,A little sure,Real,A little sure,Pretend,A little sure,Real,Very sure,Real,Very sure,Real,Very sure,Real,Very sure,Real,Very sure,yes,I go to church camp ,yes,my friends that believe in God,he made our world. he took his son's rib and put it in the mud to make the first woman. he watches over us - if we do something bad he'll punish us,he watch over us and makes everything happen,yes,yeah but sometims he does something by accident or he just gets mad,"he makes our everyday lives happen, the weather, day and night ","yes, sometimes",if some people say mean things about God he will wnt to punish them. And if someone is nice to God he'll do something good for them ,Only at special times ,Pretty often ,Always ,Pretty often ,Only at special times,Pretty often ,Only at special times,Only at special times,Only at special times,Pretty often,Only at special times,Always,Pretty often,"Always, except if they are doing something bad ",kind of ,Just a couple of times,probably when i was 6. It was about my friend getting bullied: she was my best friend. One day I noticed that the boys stopped bullying her because they said it was no fun anymore. I asked God to do that.,both,pray to him ,"its his decision, not ours. Only if he trusts us and we ask ",yes,"not very often, but yes ",It about praying to go that my friend ho moved to Colorado will come back ,,not yet ,some of the time,someone,God ,,,,,,,Some,,None,,None,,Never,Not at all important,,,Secular,Never,Non-interventionist God,Unsure,,"BDAY DIFFERENCE, missing most EC task "
126,11/23/19,7,Female,12/20/11,Agree,"Riley, who says God makes things happen in people's lives, but Only at special times.",Cielo 1,In person,Hispanic or Latino/a,White,,Mom - Bach. Degree,Dad - Some College,Really Agree,Kind of Disagree,Kind of Agree,Agree,Real,Very sure,Real,Very sure,Real,Very sure,Real,Very sure,Real,Very sure,Real,Very sure,Real,Very sure,Real,Very sure,Real,Very sure,Real,Very sure,yes,Piper (friend) took her to church to learn ,yes,"with Piper, Mom, Dad, brother and sisters","God makes planet have grass and trees, makes a person (took part of soul out and put soul into different person), they had babies (dont know names), one person (brown hair) killed blonde one with a rock, brown hair felt sorry ",right now he stays in hearts. when he lived (and now) he protects the world ,yes,yes,he makes world have lots of trees so that we have oxygen to breathe ,yes,he makes them uncomfotable and tells them what they should/shouldn't do,Pretty often,Always,Only at special times,Always,Never,Pretty often ,Always ,Pretty often,Always ,Never,Never,Pretty often,Only at special times,Pretty often ,yes,lots of times,"god makes people feel very special, and if you Always listen to your heart he encourages you to do the better choice. One time, she thought she took 2 vitamins, took 1, so God made the right decision",both ,they say pleas and dont beg,if he does or doesn't want to ,yes,yes,"we pray about how God is speciaal. Prays with family at special meals and nightly prayer ""now I lay my head to sleep I pray the elord my soul to keep""",yes,not Always (more sunlight),some of the time ,yes,God,,,,,A little bit,Totally,A lot,"Riley, who says God makes things happen in people's lives, but Only at special times.",Atheist,,Catholic,,Few times a year,Not at all important,,,Secular,Few times a year,Do not believe in God,Probably not,,
127,11/25/19,8,Female,2011.4.27,Kind of Agree,"Sam, who says God makes things happen in people's lives, almost every day.",Cielo 1,In person,Not Hispanic or Latino/a,White,,Mom - Grad/Prof. Degree,Dad - Grad/Prof. Degree,Really Agree,Kind of Disagree,Agree,Kind of Agree,Real,Very sure,Real,Very sure,Pretend,Very sure,Real,Very sure,Real,Very sure,Real,A little sure,Real,A little sure,Real,Very sure,Real,Very sure,Real,Very sure,yes,read at school; norse mythology ,no,Not answered,thats kind of hard; i believe he is in the sky,he makes studd happen ,yes,yes,"in my house, there's a purple light bulb. Once my mum couldn't find her credit card, I just said to the light ""please get her thing back"" and it usually happens ",idk,Not answered,Always,Never,Never,Only at special times,Only at special times; idk ,Only at special times,Pretty often ,Always ,Always,Always,Always,Always,Always,Pretty often ,"IDK; asked about light story and said ""IDK if it was the light or...""",Not answered,Not answered,both,"say ""please""",how much they are in need,yes,no. idk if it counts,Not answered,Not answered,Not answered,most of the time,Just happens on its own,Not answered,,,,,A lot,Some,Totally,"Sam, who says God makes things happen in people's lives, almost every day.",Other Christian/Atheist ,Christian Holiday Traditions,Jewish/Atheist ,Jewish Holiday Traditions,Never,Not at all important,,,Secular,Never/Less than once a year (Says Grace at large family meals),do not believe in God,Absolutely not,,BDAY DIFFERENCE
128,11/26/19,8,Male,8/22/09,Kind of Agree,"Riley, who says God makes things happen in people's lives, but only special times.",Cielo 1,In person,Hispanic or Latino/a,White,,Mom - Bach. Degree,Dad - Bach. Degree,Really Agree,Really Agree,Agree,Kind of Agree,Real,Very sure,Real,Very sure,Pretend,Very sure,Pretend,Very sure,Pretend,A little sure,Real,Very sure,Real,Very sure,Real,A little sure,Pretend,Very sure,Real,Very sure,Yes,Hebresh school,Yes,Teacher,"God's everywhere, but only one god in the world. ",He fixes problems in the world.,Yes,Yes,Protects us when needed. Puts us in safe places. ,Yes,He makes us live. ,Always,Always,Always,Always,Pretty often,Only at special times,Always,Only at special times,Never,Pretty often,Pretty often,Always,Pretty often,Pretty often,Yes,Just a couple of times,"On birthday, He helped my day go better.",Both,Using manners,If he knows they're good or bad. ,Yes,Yes,Thanking God for al the stuff we have. ,Yes,A little bit.,Some of the time,Can make happen.,Being greatful for what you do / God,Some,Totally,A little bit,"Riley, who says God makes things happen in people's lives, but only special times.",,,,,Jewish,,Jewish,,A few times a month,Moderately important,,,Secular,A few times a year,Interventionist God; sometimes involved,Absolutely yes,,
129,11/26/19,8,Male,4/10/11,Kind of Agree,"Riley, who says God makes things happen in people's lives, but only special times.",,In person,Hispanic or Latino/a,White,,Mom - Some College,Dad - Associates Degree,Kind of Agree,Really Disagree,Really Agree,Kind of Agree,Real,Very sure,Real,Very sure,Pretend,Very sure,Pretend,Very sure,Pretend,Very sure,Pretend,Very sure,Real,A little sure,Pretend,A little sure,Pretend,Very sure,Real,Very sure,Yes,In 2nd grade did Greek god project.,Rarely,My best friend.,"A few, Zeus, Posideon, Hades",Depends on the type of god.,Yes,Yes,"Rain, lightening",No.,Not answered,Never,Never,Always,Only at special times,Only at special times,Pretty often,Always,Never,Not answered,Pretty often,Only at special times,Pretty often,Pretty often,Only at special times,Think so ,Just a couple of times,"Maybe on a rollercoaster once, was trying to stop, seatbelt waist protector came off. God helped me not fall off. ",Both,Pray,I don't know,"Yeah, to hope something happens",Only at special times.,"Once I lost a toy, prayed to find it then I did.",Not answered,Yes,Sometimes,Just happens on its own,Not answered,A little bit,Some,A lot,"Riley, who says God makes things happen in people's lives, but only special times.",,,,,None,,Agnostic,,Never,Not at all important,,,Secular,Never,do not believe in God,Unsure,,Missing prayer 
130,11/30/19,6,Male,11/11/13,Really Disagree,"Sam, who says God makes things happen in people's lives, almost every day.",Cielo 1,In person,,,,,,Kind of Agree,Disagree,Really Agree,Really Disagree,Real,Very sure,Real,Very sure,Pretend,A little sure,Pretend,Very sure,Pretend,Very sure,Real,A little sure,Real,Very sure,Pretend,Very sure,Real,A little sure,Real,Very sure,yes,doesn't know,no,nobody,protects everyone,doesn't know,sometimes,yes,doesn't know,sometimes,doesn't know,Pretty often,Never,Always,Pretty often,Never,Pretty often,Never,Pretty often,Never,Always,Pretty often,Pretty often,Always,Always,no,Not answered,Not answered,both,ask him by praying,Not answered,talk to allah,yes,protecting my family,doesn't know,Not answered,sometimes,happends on its own because of allah,allah,Not at all,Some,Totally,"Sam, who says God makes things happen in people's lives, almost every day.",,,,,,,,,,,,,,,,,,MISSING PARENT Qs / NOT ON DATASHEET
132,12/7/19,10,Female,1/11/09,Agree,"Sam, who says God makes things happen in people's lives, almost every day.",Cielo 1,In person,Not Hispanic or Latino/a,White,,Mom - Grad/Prof. Degree,Dad - Grad/Prof. Degree,Kind of Agree,Really Disagree,Really Disagree,Agree,Real,Very sure,Real,Very sure,Real,Very sure,Real,Very sure,Pretend,Very sure,Pretend,Very sure,Real,Very sure,Pretend,Very sure,Real,Very sure,Real,Very sure,yes,at church,"yes, but not to my friends",my parents,"hes powerful, theres only one of him, but also three, its confusing",He makes things happen if you pray hard enough,"yes, hes made it happen for me",yes,"The fact that I was born, doctor thought I was gonna need brain surgery, but I ddint and Im really smart. I did need other surgeries though",yes,"He makes saints, turns them Catholic",Pretty often,Always,Always,Always,doesnt know,Pretty often,Never,Pretty often,Pretty often,Never,Never,Pretty often,Always,Pretty often,yes,lots of times ,I was praying at recess that I would have friends and kids came up to me to ask if I wanted to play,both,pray/talk to him,It seems like He helps with everything unless its something bad and evil,yes,yes - every night,"protection, food, people with scoliosis (bc she has it too), one thing we are greatful for ",yes ,yes,some of the time depending on intentions,anyone,God,,,,,Some,Some,Totally,"Sam, who says God makes things happen in people's lives, almost every day.",Catholic,,Catholic,,A few times a month,Very important,,,Secular,Multiple times a day,interventionist God; intimately involved,Absolutely Yes,,
134,12/7/19,10,Male,12/30/08,Agree,"Sam, who says God makes things happen in people's lives, almost every day.",BOTH,In person,Not Hispanic or Latino/a,White/Middle Eastern or N. African,,Mom - Grad/Prof. Degree,Dad - Grad/Prof. Degree,Kind of Disagree,Disagree,Really Agree,Agree,Real,Very sure,Real,Very sure,Pretend,A little sure,Real,Very sure,Pretend,A little sure,Real,Very sure,Real,Very sure,Real,Very sure,Real,Very sure,Real,Very sure,Yes,"Church, in my house. grandparents house. lots of places",yes,"mom, dad, and grandparents","hes been here forever, thers the holy trinity, he will Never end",he started the Earth in a way,yes,yes,well he stops things from happening and helps people with stuff,yes,well he stops them from getting really really angry and helps them with other stuff,Pretty often,Only at special times,Never,Only at special times,Never,Pretty often,Always,Pretty often,Always,Always,Always,Always,Always,Always,Yes,lots of times,"he saved me, one time my arm got ripped open and a big vein could have gotten cut and that didnt happen",both,they can pray,"if people want them to if they are important, or if it needed to happen to prevent somethign else",yes,yes,different things,yes,sometimes,some of the time,God helps with that,God,Some,Some,Totally,"Sam, who says God makes things happen in people's lives, almost every day.",,,,,Catholic,,catholic,,A few times a month,Very important,,,Secular,Multiple times a day,interventionist God; intimately involved,Absolutely Yes,,
